restaurant_id,restaurant_name,online_order,table_booking,rating,total_votes,location,restaurant_type,dishes_liked,cuisines,cost_for_two,service_type,city_category
9948,Shift,Yes,Yes,4.2,1867.0,HSR,Lounge,Paneer Steak,Finger Food,1500.0,Unknown,HSR
9950,Midnight Mania,Yes,No,4.1,601.0,BTM,Quick Bites,Peri Peri Chicken,Pizza,700.0,Delivery,BTM
9951,Namma Kudla,Yes,No,3.9,200.0,JP Nagar,Quick Bites,Sea Food,Mangalorean,400.0,Delivery,BTM
9952,Prawn Crunch,Yes,No,3.2,7.0,BTM,Quick Bites,Unknown,Fast Food,400.0,Delivery,BTM
9954,Stop N Joy,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Street Food,150.0,Delivery,BTM
9955,Mini Adigas,No,No,2.8,27.0,BTM,Quick Bites,Unknown,South Indian,250.0,Delivery,BTM
9956,Vinaya Cafe,Yes,No,3.4,11.0,Jayanagar,Quick Bites,Unknown,South Indian,200.0,Delivery,BTM
9957,Kababji Cafe,Yes,No,0.0,0.0,HSR,Quick Bites,Unknown,Arabian,300.0,Delivery,BTM
9958,Snakk That,Yes,No,3.9,52.0,HSR,Quick Bites,Burgers,Burger,250.0,Delivery,BTM
9959,Swathi Maharaja,Yes,Yes,3.7,291.0,Koramangala 4th Block,Casual Dining,Murgh Ghee Roast,Andhra,750.0,Delivery,BTM
9962,Ambur Dum Biryani,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Biryani,200.0,Delivery,BTM
9963,Dr Shawarma,Yes,No,0.0,0.0,HSR,Quick Bites,Unknown,North Indian,200.0,Delivery,BTM
9964,Mimansa  Foxtrot,Yes,Yes,4.4,191.0,Koramangala 3rd Block,Cafe,Pizza,Cafe,1000.0,Delivery,BTM
9965,Biriyaniz,Yes,No,3.4,301.0,HSR,Takeaway,Chicken Guntur,Biryani,400.0,Delivery,BTM
9966,Oldtown Dilli,Yes,Yes,4.1,252.0,Koramangala 4th Block,Casual Dining,Rabri,Mughlai,750.0,Delivery,BTM
9967,Hotel Smile,Yes,No,3.1,6.0,Jayanagar,Casual Dining,Unknown,North Indian,550.0,Delivery,BTM
9971,Midnight Restro,Yes,No,3.4,55.0,BTM,Delivery,Unknown,North Indian,500.0,Delivery,BTM
9972,Mirch Masala,Yes,No,3.4,6.0,JP Nagar,Quick Bites,Unknown,North Indian,500.0,Delivery,BTM
9978,Eshanya,Yes,Yes,4.1,1078.0,Jayanagar,Casual Dining,Spring Roll,North Indian,1000.0,Unknown,Jayanagar
9980,Amaravati,No,No,3.6,39.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,BTM
9982,Cafe Orio,No,No,4.0,147.0,BTM,Cafe,Sandwiches,Cafe,400.0,Unknown,BTM
9985,New Royal Treat,Yes,No,2.8,102.0,Bannerghatta Road,Quick Bites,Roti,North Indian,350.0,Delivery,BTM
9987,Hotel Annapoorna,Yes,No,3.2,9.0,Bannerghatta Road,Quick Bites,Unknown,South Indian,400.0,Delivery,BTM
9988,RBP Greens Garden,Yes,No,2.7,48.0,BTM,Casual Dining,Unknown,North Indian,700.0,Delivery,BTM
9989,Crunchy Nights,Yes,No,3.6,27.0,BTM,Delivery,Unknown,North Indian,350.0,Delivery,BTM
9992,Elmas Restaurant,Yes,No,3.4,34.0,Koramangala 7th Block,Casual Dining,Rooftop Ambience,North Indian,650.0,Delivery,BTM
9995,Bawarchi Inn,Yes,No,3.1,140.0,BTM,Casual Dining,Dum Biryani,North Indian,600.0,Unknown,BTM
9997,Bella,Yes,Yes,3.9,143.0,Jayanagar,Casual Dining,Ghee Roast Paneer,Mangalorean,1000.0,Delivery,BTM
9998,Crawl Street,Yes,Yes,4.3,2563.0,Koramangala 5th Block,Bar,Biryani,Continental,1200.0,Unknown,Koramangala
10000,Vintage Shack,Yes,Yes,3.9,160.0,HSR,Casual Dining,Panna Cotta,North Indian,900.0,Delivery,BTM
10002,Zingron,Yes,No,4.0,510.0,Koramangala 7th Block,Casual Dining,Pork Ribs,Chinese,750.0,Delivery,BTM
10003,Shawarma Inc,Yes,No,3.2,6.0,Bannerghatta Road,Food Court,Unknown,Rolls,250.0,Delivery,BTM
10012,Kargeens,Yes,No,4.1,988.0,Koramangala 6th Block,Cafe,Mocktails,Cafe,600.0,Delivery,BTM
10015,Champaran Spice,No,No,3.4,5.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,BTM
10016,French Bakery,No,No,3.3,7.0,BTM,Delivery,Unknown,Desserts,250.0,Delivery,BTM
10017,Aramane Restaurant,Yes,Yes,2.9,90.0,Bannerghatta Road,Casual Dining,Afghan Chicken,North Indian,800.0,Delivery,BTM
10021,Bombay Talkies,Yes,No,3.7,20.0,Jayanagar,Quick Bites,Unknown,Maharashtrian,200.0,Delivery,BTM
10022,Bhojon Tripti,Yes,No,2.9,24.0,Bannerghatta Road,Quick Bites,Unknown,Bengali,300.0,Delivery,BTM
10023,Khan Saab Hotel,Yes,No,3.1,16.0,Bommanahalli,Quick Bites,Unknown,North Indian,300.0,Delivery,BTM
10024,Euki,Yes,Yes,4.1,553.0,Jayanagar,Casual Dining,Pasta,Italian,900.0,Delivery,BTM
10027,SS Hot Dhum Briyani Point,No,No,0.0,0.0,BTM,Quick Bites,Unknown,North Indian,200.0,Delivery,BTM
10028,Samosa King,No,No,3.4,6.0,BTM,Quick Bites,Unknown,Street Food,200.0,Delivery,BTM
10031,Vyanjan,Yes,No,3.9,201.0,BTM,Quick Bites,Poha,North Indian,300.0,Delivery,BTM
10032,Mid Night Hunting,Yes,No,3.7,127.0,Ejipura,Takeaway,Burgers,Fast Food,300.0,Delivery,BTM
10033,Carrots,Yes,Yes,4.1,600.0,Koramangala 6th Block,Casual Dining,Pizza,Italian,1100.0,Delivery,BTM
10034,Eatsomnia,Yes,No,0.0,0.0,JP Nagar,Delivery,Unknown,North Indian,500.0,Delivery,BTM
10035,Swad E Punjab,Yes,No,3.6,49.0,HSR,Casual Dining,Unknown,North Indian,500.0,Delivery,BTM
10036,Rolls  Co,Yes,No,3.9,213.0,Koramangala 6th Block,Quick Bites,Rolls,Burger,400.0,Delivery,BTM
10037,Fogg,No,Yes,0.0,0.0,BTM,Quick Bites,Unknown,Fast Food,200.0,Delivery,BTM
10041,Vyanjan,Yes,No,3.9,201.0,BTM,Quick Bites,Poha,North Indian,300.0,Delivery,BTM
10042,Mid Night Hunting,Yes,No,3.7,127.0,Ejipura,Takeaway,Burgers,Fast Food,300.0,Unknown,Ejipura
10044,Carrots,Yes,Yes,4.1,600.0,Koramangala 6th Block,Casual Dining,Pizza,Italian,1100.0,Delivery,BTM
10045,Eatsomnia,Yes,No,0.0,0.0,JP Nagar,Delivery,Unknown,North Indian,500.0,Delivery,BTM
10046,Rolls  Co,Yes,No,3.9,213.0,Koramangala 6th Block,Quick Bites,Rolls,Burger,400.0,Delivery,BTM
10047,Fogg,No,Yes,0.0,0.0,BTM,Quick Bites,Unknown,Fast Food,200.0,Delivery,BTM
10050,Roll N Rock,Yes,No,3.7,33.0,JP Nagar,Quick Bites,Unknown,Chinese,400.0,Delivery,BTM
10051,A Today Thick Shakes,Yes,No,3.2,9.0,Koramangala 5th Block,Beverage Shop,Unknown,Beverages,200.0,Delivery,BTM
10052,Armaani Caffe,Yes,No,3.5,12.0,BTM,Quick Bites,Unknown,Fast Food,250.0,Delivery,BTM
10053,Hungry Buddies,No,No,3.3,33.0,BTM,Quick Bites,Unknown,North Indian,150.0,Delivery,BTM
10054,Dhabeliwala,Yes,No,3.8,44.0,JP Nagar,Kiosk,Unknown,Street Food,250.0,Delivery,BTM
10057,Bubblewrap Waffle Co,Yes,No,4.4,358.0,Jayanagar,Dessert Parlor,Pizza Waffles,Desserts,400.0,Delivery,BTM
10058,Swad Restaurant,Yes,No,3.7,115.0,BTM,Casual Dining,Thali,Chinese,550.0,Unknown,BTM
10061,Asgardian Moreover Chai,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Fast Food,300.0,Delivery,BTM
10062,Sober Turtle,No,No,3.4,39.0,Koramangala 4th Block,Quick Bites,Unknown,Street Food,250.0,Delivery,BTM
10063,Dilli ,Yes,No,0.0,0.0,South Bangalore,Delivery,Unknown,North Indian,500.0,Delivery,BTM
10064,Classic Biryani Hut,Yes,No,3.4,10.0,HSR,Quick Bites,Unknown,Biryani,300.0,Delivery,BTM
10067,Khans Biryani,Yes,No,3.0,11.0,BTM,Quick Bites,Unknown,Biryani,300.0,Delivery,BTM
10069,Abhiruchi Moonlight,Yes,No,3.3,4.0,Bommanahalli,Takeaway,Unknown,North Indian,300.0,Delivery,BTM
10070,Dhaba Express,Yes,No,3.7,173.0,HSR,Takeaway,Paratha,Biryani,400.0,Unknown,HSR
10072,TOKI Taco House,Yes,No,3.6,72.0,Koramangala 6th Block,Quick Bites,Chicken Nachos,Mexican,200.0,Delivery,BTM
10073,Hotel Vedha,No,No,0.0,0.0,BTM,Quick Bites,Unknown,South Indian,200.0,Delivery,BTM
10075,Bangali Babu Restaurant,No,No,0.0,0.0,BTM,Sweet Shop,Unknown,Mithai,250.0,Delivery,BTM
10077,Eatery Have U Been,Yes,No,3.4,35.0,BTM,Cafe,Unknown,Cafe,500.0,Delivery,BTM
10078,Comboeats,Yes,No,0.0,0.0,HSR,Takeaway,Unknown,Chinese,550.0,Delivery,BTM
10079,Salkara Arabian Delight  Bakes,Yes,No,0.0,0.0,Koramangala 1st Block,Quick Bites,Unknown,Arabian,300.0,Delivery,BTM
10081,Tiffin Box,Yes,No,0.0,0.0,BTM,Takeaway,Unknown,North Indian,200.0,Delivery,BTM
10083,Whooppeezz,No,No,4.0,372.0,BTM,Casual Dining,Pasta,Italian,500.0,Delivery,BTM
10084,Hungry Lee,No,No,4.1,358.0,BTM,Quick Bites,Noodles,Chinese,500.0,Delivery,BTM
10085,South Side Grill,Yes,No,3.5,14.0,HSR,Casual Dining,Unknown,Mughlai,600.0,Delivery,BTM
10086,Cinnamon,Yes,No,3.9,450.0,HSR,Casual Dining,Raita,North Indian,550.0,Delivery,BTM
10087,Kolakata Biryani Cafe,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Chinese,400.0,Delivery,BTM
10088,Ammayi Thakkaram,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Kerala,400.0,Delivery,BTM
10091,Yaduvanshi Hotel,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Bihari,300.0,Delivery,BTM
10092,Holige Mane,No,No,0.0,0.0,BTM,Quick Bites,Unknown,South Indian,150.0,Delivery,BTM
10094,Singh Punjabi Dhaba,No,No,3.8,67.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,BTM
10096,AlMadina,No,No,3.3,8.0,BTM,Takeaway,Unknown,North Indian,500.0,Delivery,BTM
10099,Kopper Kadai,Yes,Yes,4.1,1697.0,Koramangala 5th Block,Casual Dining,Mutton Kalmi,North Indian,1200.0,Delivery,BTM
10100,Late Night,No,No,3.6,117.0,BTM,Delivery,Naan,North Indian,500.0,Delivery,BTM
10101,Punjabi Daawat,No,No,2.4,221.0,BTM,Quick Bites,Lassi,North Indian,550.0,Delivery,BTM
10103,Momo Jojo,Yes,No,3.4,6.0,BTM,Quick Bites,Unknown,Chinese,300.0,Delivery,BTM
10104,Mountain Spice,Yes,No,3.9,186.0,Koramangala 8th Block,Quick Bites,Momos,Chinese,400.0,Delivery,BTM
10106,Yeti,No,No,3.7,22.0,BTM,Quick Bites,Unknown,Fast Food,300.0,Delivery,BTM
10108,Tasty Magic,Yes,No,2.7,73.0,BTM,Casual Dining,Shawarma,Chinese,600.0,Delivery,BTM
10110,Spoorthi Ice Cream,No,No,0.0,0.0,BTM,Dessert Parlor,Unknown,Desserts,150.0,Delivery,BTM
10111,Maruti Garden,No,No,0.0,0.0,BTM,Casual Dining,Unknown,North Indian,450.0,Delivery,BTM
10113,Oveanly,No,No,0.0,0.0,BTM,Delivery,Unknown,Bakery,200.0,Delivery,BTM
10118,Dhe Chef Cafe,No,No,0.0,0.0,BTM,Quick Bites,Unknown,North Indian,200.0,Delivery,BTM
10119,Hungry Mates,No,No,0.0,0.0,BTM,Quick Bites,Unknown,North Indian,300.0,Delivery,BTM
10121,Blends Juice Cafe,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Beverages,200.0,Delivery,BTM
10123,Shawarma Corner,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Arabian,100.0,Delivery,BTM
10124,Royal Dine Family Restaurant,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Kerala,400.0,Delivery,BTM
10125,Chai Makhan,No,No,0.0,0.0,BTM,Quick Bites,Unknown,North Indian,300.0,Delivery,BTM
10126,Namms Cafe,No,No,0.0,0.0,BTM,Takeaway,Unknown,North Indian,300.0,Delivery,BTM
10127,Zed Cafe,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Kerala,350.0,Delivery,BTM
10128,RGS Ambur briyani,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Biryani,300.0,Delivery,BTM
10131,Chung Wah Opus,Yes,No,3.0,57.0,JP Nagar,Casual Dining,Rice,Chinese,650.0,Delivery,BTM
10132,Mumbai Kulfi,Yes,No,0.0,0.0,JP Nagar,Dessert Parlor,Unknown,Desserts,200.0,Delivery,BTM
10133,Marahaba,Yes,No,3.0,7.0,Koramangala 6th Block,Quick Bites,Unknown,Arabian,400.0,Delivery,BTM
10137,Kaaka T Cafe,No,No,3.5,6.0,BTM,Quick Bites,Unknown,Fast Food,400.0,Delivery,BTM
10139,Hearts Unlock Cafe,No,No,3.2,11.0,BTM,Cafe,Unknown,Cafe,500.0,Delivery,BTM
10140,Blue Berry Restaurant,No,No,2.9,17.0,BTM,Casual Dining,Unknown,North Indian,600.0,Delivery,BTM
10142,Chefie,Yes,No,3.8,37.0,Koramangala 1st Block,Quick Bites,Unknown,Continental,200.0,Delivery,BTM
10144,Bun Town,Yes,No,3.8,22.0,Koramangala 5th Block,Cafe,Unknown,Cafe,500.0,Delivery,BTM
10146,Shree Guru Juice N Ice,Yes,No,3.3,5.0,Bannerghatta Road,Quick Bites,Unknown,Fast Food,250.0,Delivery,BTM
10148,Frolic,Yes,No,3.9,33.0,Koramangala 7th Block,Dessert Parlor,Unknown,Juices,200.0,Delivery,BTM
10151,Hotel Orchid,No,No,0.0,0.0,BTM,Casual Dining,Unknown,North Indian,500.0,Delivery,BTM
10153,Namana Garden,No,No,2.6,75.0,BTM,Quick Bites,Vada,North Indian,400.0,Delivery,BTM
10156,Dash In,No,No,3.1,53.0,BTM,Casual Dining,Butter Chicken,North Indian,600.0,Delivery,BTM
10157,Bruncherz,No,No,3.5,15.0,BTM,Quick Bites,Unknown,North Indian,200.0,Delivery,BTM
10158,De Street Cafe,No,No,3.6,61.0,BTM,Cafe,Pasta,Cafe,500.0,Unknown,BTM
10160,Cafe Hush,No,No,3.6,22.0,BTM,Cafe,Unknown,Cafe,500.0,Delivery,BTM
10161,Snaxup Restaurant,No,No,3.5,31.0,BTM,Quick Bites,Unknown,North Indian,300.0,Delivery,BTM
10162,Hunger Buds,No,No,3.5,10.0,BTM,Quick Bites,Unknown,North Indian,250.0,Delivery,BTM
10164,Tummy Delight,No,No,3.5,15.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,BTM
10168,Pothichor,No,No,3.5,12.0,BTM,Quick Bites,Unknown,Kerala,250.0,Delivery,BTM
10169,Hyderabadi Biryani Corner,No,No,3.4,7.0,BTM,Quick Bites,Unknown,Hyderabadi,350.0,Delivery,BTM
10172,Joon Restaurant,Yes,No,3.7,31.0,BTM,Quick Bites,Unknown,Arabian,400.0,Delivery,BTM
10175,Entropy Cafe,Yes,No,4.1,505.0,Koramangala 6th Block,Cafe,Nachos,Cafe,600.0,Delivery,BTM
10176,China Tang,Yes,No,3.7,41.0,BTM,Takeaway,Unknown,Chinese,600.0,Delivery,BTM
10177,Momo Hut,Yes,No,4.0,684.0,Koramangala 5th Block,Quick Bites,Noodles,Chinese,250.0,Delivery,BTM
10180,Hyderabad Biriyani House,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Biryani,400.0,Delivery,BTM
10181,Night Restro,Yes,No,3.1,223.0,BTM,Delivery,Unknown,North Indian,500.0,Delivery,BTM
10182,Bewiched,Yes,No,3.4,10.0,HSR,Quick Bites,Unknown,Fast Food,300.0,Delivery,BTM
10184,BelgYum,Yes,No,4.0,68.0,Koramangala 7th Block,Dessert Parlor,Waffles,Desserts,400.0,Delivery,BTM
10185,Churchills,Yes,Yes,4.1,1403.0,JP Nagar,Casual Dining,Cocktails,North Indian,1100.0,Delivery,BTM
10186,Dine in Restaurant,No,No,3.4,7.0,BTM,Quick Bites,Unknown,South Indian,500.0,Delivery,BTM
10187,Sri Sharana Basaveshwara Khanavali,No,No,0.0,0.0,BTM,Quick Bites,Unknown,South Indian,200.0,Delivery,BTM
10188,Kombo King,No,No,0.0,0.0,BTM,Delivery,Unknown,North Indian,300.0,Delivery,BTM
10192,Amravathi Restaurants  Caterers,No,No,3.1,6.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,BTM
10193,Cafe Club Kerala Restaurant,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Kerala,300.0,Delivery,BTM
10194,Shawarma Bae,No,No,3.3,8.0,BTM,Quick Bites,Unknown,Beverages,200.0,Delivery,BTM
10195,Choco Monk,No,No,0.0,0.0,BTM,Delivery,Unknown,Desserts,200.0,Delivery,BTM
10196,Brew Cafe,No,No,3.2,4.0,BTM,Quick Bites,Unknown,Fast Food,300.0,Delivery,BTM
10198,Traffic,No,No,0.0,0.0,BTM,Takeaway,Unknown,Beverages,100.0,Delivery,BTM
10199,Chutneys Tiffin Center,No,No,0.0,0.0,BTM,Quick Bites,Unknown,South Indian,300.0,Delivery,BTM
10200,Five Star New Ambur Biryani,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Biryani,300.0,Delivery,BTM
10201,Fluffer Nutter,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Beverages,200.0,Delivery,BTM
10203,UKIYO,No,No,0.0,0.0,BTM,Beverage Shop,Unknown,Beverages,300.0,Delivery,BTM
10204,Santhrupthi Halli Mane,No,No,0.0,0.0,BTM,Quick Bites,Unknown,North Indian,500.0,Delivery,BTM
10205,Coal Grill  Cafe,No,No,3.3,8.0,BTM,Quick Bites,Unknown,Arabian,300.0,Delivery,BTM
10207,Hyderabadi Biryani House,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Biryani,300.0,Delivery,BTM
10208,Chai Makhan,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Arabian,400.0,Delivery,BTM
10209,Cafe Sulaimani,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Kerala,300.0,Delivery,BTM
10212,Desi Urbane,No,No,3.6,108.0,BTM,Quick Bites,Unknown,North Indian,450.0,Delivery,BTM
10213,Rayalaseema Abhiruchulu,No,No,0.0,0.0,BTM,Quick Bites,Unknown,North Indian,250.0,Delivery,BTM
10215,New Udupi Dharshini,No,No,0.0,0.0,BTM,Quick Bites,Unknown,South Indian,150.0,Delivery,BTM
10216,Ice N Spice,No,No,0.0,0.0,BTM,Quick Bites,Unknown,Ice Cream,300.0,Delivery,BTM
10218,La Mirch,No,No,0.0,0.0,BTM,Delivery,Unknown,North Indian,400.0,Delivery,BTM
10221,TRIGEREATO,Yes,Yes,4.4,100.0,Koramangala 8th Block,Cafe,Pasta,Cafe,700.0,Delivery,BTM
10222,Black Cup Cafe,Yes,No,3.6,19.0,BTM,Cafe,Unknown,Cafe,400.0,Delivery,BTM
10225,Restro Cafe,Yes,No,3.8,30.0,Jayanagar,Cafe,Unknown,Cafe,400.0,Delivery,BTM
10227,Dice N Dine,Yes,Yes,4.3,1800.0,Koramangala 5th Block,Casual Dining,Lasagne,Continental,900.0,Unknown,Koramangala
10229,Casa Piccosa,Yes,Yes,4.1,845.0,JP Nagar,Casual Dining,Cocktails,South American,1100.0,Delivery,BTM
10230,Night Cafe,No,No,3.0,44.0,BTM,Takeaway,Unknown,North Indian,350.0,Delivery,BTM
10232,Spice Taj,No,No,0.0,0.0,BTM,Quick Bites,Unknown,North Indian,300.0,Delivery,BTM
10239,Homifoo,No,No,0.0,0.0,BTM,Quick Bites,Unknown,North Indian,300.0,Delivery,BTM
10240,Deepam Tiffins,No,No,0.0,0.0,BTM,Quick Bites,Unknown,South Indian,300.0,Delivery,BTM
10241,Joeys,No,No,3.7,43.0,BTM,Quick Bites,Unknown,Chinese,300.0,Delivery,BTM
10244,Desi Wok,No,No,2.7,76.0,BTM,Quick Bites,Biryani,North Indian,500.0,Unknown,BTM
10246,Combo Box,No,No,3.0,15.0,BTM,Takeaway,Unknown,North Indian,500.0,Delivery,BTM
10252,Singh Da Dhaba,No,No,3.3,5.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,BTM
10253,Two States,No,No,3.4,5.0,BTM,Quick Bites,Unknown,North Indian,250.0,Delivery,BTM
10254,SoopeRolls,No,No,3.5,11.0,BTM,Takeaway,Unknown,Fast Food,250.0,Delivery,BTM
10256,BongHomie,No,No,3.4,10.0,BTM,Takeaway,Unknown,Bengali,300.0,Delivery,BTM
10258,Ambur Biriyani Point,No,No,3.6,26.0,BTM,Quick Bites,Unknown,Biryani,150.0,Delivery,BTM
10260,Parivaar,No,No,3.3,7.0,BTM,Delivery,Unknown,Biryani,600.0,Delivery,BTM
10261,Alechemy,No,No,0.0,0.0,BTM,Casual Dining,Unknown,North Indian,1500.0,Delivery,BTM
10264,Royal Hyderabadi Nights,No,No,0.0,0.0,BTM,Takeaway,Unknown,Hyderabadi,400.0,Delivery,BTM
10266,Hungry Nights,No,No,3.0,54.0,BTM,Takeaway,Unknown,Chinese,300.0,Delivery,BTM
10267,Shater Grill House,No,No,3.5,8.0,BTM,Casual Dining,Unknown,North Indian,700.0,Delivery,BTM
10270,Night Bell,No,No,3.1,53.0,South Bangalore,Delivery,Burgers,Fast Food,450.0,Delivery,BTM
10271,New Kabab Plaza,No,No,0.0,0.0,BTM,Casual Dining,Unknown,Biryani,300.0,Delivery,BTM
10273,Eaternet,No,No,3.6,24.0,BTM,Quick Bites,Unknown,North Indian,300.0,Delivery,BTM
10275,Shangai Sun,No,No,3.4,12.0,BTM,Takeaway,Unknown,Asian,500.0,Delivery,BTM
10276,My Dabeli  My Pizza,No,No,3.4,5.0,BTM,Quick Bites,Unknown,Pizza,400.0,Delivery,BTM
10277,Papacream,Yes,No,3.7,17.0,JP Nagar,Dessert Parlor,Unknown,Desserts,350.0,Delivery,BTM
10278,Asia In A Box,Yes,No,3.2,5.0,Koramangala 1st Block,Takeaway,Unknown,Thai,550.0,Delivery,BTM
10286,Desi Aahar,Yes,No,0.0,0.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,BTM
10287,Lassi Top,Yes,No,3.2,7.0,Koramangala 4th Block,Beverage Shop,Unknown,Beverages,200.0,Delivery,BTM
10288,Shake Tat Bottle,Yes,No,3.3,5.0,BTM,Beverage Shop,Unknown,Beverages,200.0,Delivery,BTM
10291,Momo Junction,Yes,No,3.8,30.0,BTM,Takeaway,Unknown,Fast Food,100.0,Delivery,BTM
10295,Cafe Fattoush,Yes,No,3.8,24.0,BTM,Cafe,Unknown,Cafe,700.0,Delivery,BTM
10296,Night Hawks,Yes,No,0.0,0.0,HSR,Quick Bites,Unknown,Biryani,400.0,Delivery,BTM
10298,Appam  Curry,Yes,No,3.8,18.0,Koramangala 1st Block,Quick Bites,Unknown,Kerala,200.0,Delivery,BTM
10300,Hungry Queen,Yes,No,3.3,21.0,HSR,Takeaway,Unknown,North Indian,300.0,Delivery,BTM
10301,Grill N Chill,No,No,3.1,17.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,BTM
10303,Desi Vibes,Yes,No,3.7,46.0,BTM,Casual Dining,Malai Kofta,North Indian,600.0,Delivery,BTM
10306,Chakh Le india,Yes,No,3.2,6.0,Bommanahalli,Quick Bites,Unknown,North Indian,250.0,Delivery,BTM
10309,Wakeup Cafe,Yes,No,3.4,9.0,HSR,Quick Bites,Unknown,Fast Food,300.0,Delivery,BTM
10310,Kallummakkaya,Yes,No,0.0,0.0,BTM,Quick Bites,Unknown,South Indian,200.0,Delivery,BTM
10311,ChillUm Cafe,Yes,Yes,4.1,151.0,Koramangala 6th Block,Quick Bites,Peri Peri Chicken,Cafe,600.0,Delivery,BTM
10313,Bay Root,No,No,3.7,24.0,BTM,Quick Bites,Unknown,North Indian,400.0,Delivery,BTM
10314,Abhiruchi,Yes,No,2.9,36.0,HSR,Takeaway,Unknown,Andhra,400.0,Delivery,BTM
10315,Tentacles,Yes,No,0.0,0.0,BTM,Takeaway,Unknown,North Indian,600.0,Delivery,BTM
10318,Cafemoto,Yes,No,4.0,201.0,Koramangala 5th Block,Cafe,Burgers,Cafe,800.0,Delivery,BTM
10319,Forum Bakes  Cafe,Yes,No,0.0,0.0,Koramangala 8th Block,Bakery,Unknown,Bakery,200.0,Delivery,BTM
10321,Kapoors Biriyani,Yes,No,3.3,334.0,BTM,Quick Bites,Raita,Biryani,400.0,Delivery,BTM
10322,Kokomo,Yes,No,4.0,193.0,Koramangala 6th Block,Delivery,Thai Chicken,Thai,500.0,Delivery,BTM
10324,Zhangs Classic,Yes,No,2.6,170.0,Bannerghatta Road,Casual Dining,Chowmein,Italian,600.0,Delivery,BTM
10328,Rollin,Yes,No,4.1,209.0,Koramangala 4th Block,Quick Bites,Pizza,Continental,400.0,Delivery,BTM
10329,GFC Biryani,Yes,No,0.0,0.0,BTM,Quick Bites,Unknown,Biryani,300.0,Delivery,BTM
10330,Perch,Yes,No,0.0,0.0,BTM,Quick Bites,Unknown,Italian,350.0,Delivery,BTM
10331,Donne Biriyani House,Yes,No,3.8,278.0,HSR,Quick Bites,Rice,Biryani,200.0,Delivery,BTM
10335,Limra Hotel,Yes,No,3.3,26.0,BTM,Quick Bites,Unknown,Chinese,300.0,Delivery,BTM
10340,Earth Plate Express,Yes,No,3.9,33.0,JP Nagar,Food Court,Unknown,Italian,600.0,Delivery,BTM
10341,Kolkata Famous Katti Rolls,Yes,No,3.6,36.0,BTM,Takeaway,Unknown,Fast Food,200.0,Delivery,BTM
10342,Al Habibi Restaurant,Yes,No,3.5,17.0,BTM,Quick Bites,Unknown,North Indian,300.0,Delivery,BTM
10343,BTM Bawarchi Biryani,Yes,No,3.5,132.0,BTM,Takeaway,Chicken Biryani,Biryani,600.0,Delivery,BTM
10344,Punjabi Chulha,Yes,No,3.8,38.0,Koramangala 1st Block,Casual Dining,Tandoori Chicken,North Indian,400.0,Delivery,BTM
10346,Berryd Alive,Yes,No,4.3,1899.0,Koramangala 5th Block,Dessert Parlor,Brownie,Desserts,400.0,Delivery,BTM
10347,Ghar Ka Khana,Yes,No,3.7,95.0,Koramangala 1st Block,Quick Bites,Thali,North Indian,150.0,Unknown,Koramangala
10349,Burger Lounge,Yes,No,3.0,72.0,Koramangala 5th Block,Quick Bites,Burgers,Burger,600.0,Delivery,BTM
10351,AutoExpress  Hot Dogs,Yes,No,3.3,5.0,HSR,Quick Bites,Unknown,Fast Food,300.0,Delivery,BTM
10353,Totus,Yes,No,0.0,0.0,BTM,Quick Bites,Unknown,Chinese,300.0,Delivery,BTM
10354,Super Thali,Yes,No,0.0,0.0,BTM,Takeaway,Unknown,North Indian,450.0,Delivery,BTM
10355,Jayanagar Grill House,Yes,No,3.5,35.0,Jayanagar,Quick Bites,Unknown,Biryani,250.0,Delivery,BTM
10358,Taza Khaana,Yes,No,3.0,175.0,HSR,Delivery,Unknown,Chinese,450.0,Unknown,HSR
10360,Hunger Night King,Yes,No,3.6,112.0,Koramangala 2nd Block,Delivery,Unknown,North Indian,400.0,Delivery,BTM
