customer_id,customer_name,city,signup_date,customer_type
3342,Customer_3342,Koramangala 5th Block,2023-04-03,New
3344,Customer_3344,Sarjapur Road,2022-01-25,New
3345,Customer_3345,Marathahalli,2023-01-04,Returning
3346,Customer_3346,Brigade Road,2023-01-19,Returning
3348,Customer_3348,Koramangala 5th Block,2022-10-01,New
3350,Customer_3350,Cunningham Road,2022-10-29,Returning
3351,Customer_3351,BTM,2022-12-31,Returning
3352,Customer_3352,Koramangala 5th Block,2023-02-14,Premium
3353,Customer_3353,Electronic City,2022-09-30,Returning
3355,Customer_3355,Ulsoor,2023-06-28,New
3356,Customer_3356,JP Nagar,2022-03-27,New
3357,Customer_3357,New BEL Road,2023-03-11,Premium
3358,Customer_3358,Bellandur,2022-10-11,Returning
3359,Customer_3359,Koramangala 5th Block,2023-01-18,New
3360,Customer_3360,MG Road,2022-03-03,Returning
3361,Customer_3361,Marathahalli,2022-06-11,Premium
3362,Customer_3362,BTM,2023-12-31,New
3364,Customer_3364,Indiranagar,2023-08-18,Returning
3366,Customer_3366,Church Street,2023-04-10,New
3368,Customer_3368,Ejipura,2023-06-01,New
3369,Customer_3369,Bellandur,2023-02-26,New
3370,Customer_3370,Kammanahalli,2022-12-07,New
3371,Customer_3371,Wilson Garden,2023-10-28,New
3372,Customer_3372,Koramangala 5th Block,2022-04-10,New
3373,Customer_3373,BTM,2023-09-03,Returning
3374,Customer_3374,Koramangala 4th Block,2023-05-10,Returning
3375,Customer_3375,BTM,2023-12-06,New
3376,Customer_3376,BTM,2023-08-24,Returning
3377,Customer_3377,Jayanagar,2023-03-30,New
3379,Customer_3379,St. Marks Road,2023-03-07,New
3380,Customer_3380,Brigade Road,2023-10-27,Returning
3381,Customer_3381,Koramangala 5th Block,2023-08-12,New
3383,Customer_3383,Koramangala 1st Block,2023-05-16,Premium
3384,Customer_3384,Banashankari,2022-10-23,Premium
3385,Customer_3385,Koramangala 7th Block,2023-03-28,New
3386,Customer_3386,Ulsoor,2022-11-04,Returning
3387,Customer_3387,Marathahalli,2023-04-28,Returning
3388,Customer_3388,St. Marks Road,2022-02-08,Returning
3389,Customer_3389,Residency Road,2022-09-09,New
3390,Customer_3390,Race Course Road,2023-05-31,Premium
3391,Customer_3391,Ejipura,2023-11-16,Premium
3392,Customer_3392,Lavelle Road,2022-05-05,New
3393,Customer_3393,Kalyan Nagar,2023-12-31,Returning
3394,Customer_3394,BTM,2023-04-23,New
3395,Customer_3395,Richmond Road,2022-08-05,Premium
3398,Customer_3398,Richmond Road,2023-02-13,New
3400,Customer_3400,Brigade Road,2023-07-04,Returning
3401,Customer_3401,Malleshwaram,2023-10-15,New
3402,Customer_3402,Residency Road,2022-01-24,New
3403,Customer_3403,HSR,2023-07-15,Returning
3404,Customer_3404,JP Nagar,2022-07-12,New
3405,Customer_3405,Koramangala 5th Block,2023-01-06,New
3407,Customer_3407,Ulsoor,2022-05-08,New
3408,Customer_3408,Koramangala 5th Block,2022-04-19,Returning
3409,Customer_3409,Jayanagar,2023-02-12,New
3411,Customer_3411,Koramangala 7th Block,2023-02-16,New
3412,Customer_3412,Koramangala 4th Block,2022-08-09,New
3413,Customer_3413,Bellandur,2023-05-25,Returning
3414,Customer_3414,Jayanagar,2022-04-07,New
3415,Customer_3415,Brigade Road,2022-11-03,Returning
3416,Customer_3416,BTM,2022-02-01,New
3417,Customer_3417,Koramangala 4th Block,2022-04-29,Returning
3419,Customer_3419,Banaswadi,2023-05-19,New
3420,Customer_3420,Bellandur,2023-10-01,New
3421,Customer_3421,HSR,2022-09-12,New
3422,Customer_3422,Whitefield,2022-06-07,Returning
3423,Customer_3423,Shivajinagar,2023-05-02,Returning
3424,Customer_3424,BTM,2023-06-05,Returning
3426,Customer_3426,Old Airport Road,2022-06-05,Returning
3427,Customer_3427,Jayanagar,2022-03-24,New
3430,Customer_3430,New BEL Road,2022-04-21,Premium
3431,Customer_3431,JP Nagar,2023-10-10,New
3432,Customer_3432,BTM,2023-10-18,Returning
3435,Customer_3435,Brigade Road,2022-08-16,Premium
3436,Customer_3436,Jayanagar,2023-05-16,New
3437,Customer_3437,BTM,2023-01-25,Returning
3438,Customer_3438,Basavanagudi,2022-05-11,Returning
3439,Customer_3439,Malleshwaram,2022-04-16,Premium
3440,Customer_3440,MG Road,2023-04-22,New
3441,Customer_3441,Koramangala 4th Block,2023-09-26,New
3442,Customer_3442,Electronic City,2022-09-28,Returning
3443,Customer_3443,JP Nagar,2022-05-10,Premium
3444,Customer_3444,Basavanagudi,2022-11-23,Returning
3446,Customer_3446,Koramangala 5th Block,2022-07-31,New
3447,Customer_3447,Banashankari,2022-06-06,New
3448,Customer_3448,Marathahalli,2023-08-21,New
3450,Customer_3450,BTM,2023-08-07,New
3451,Customer_3451,Electronic City,2023-12-29,New
3452,Customer_3452,Brigade Road,2022-03-02,Returning
3453,Customer_3453,Indiranagar,2023-08-02,New
3454,Customer_3454,HSR,2022-06-20,Returning
3455,Customer_3455,Jayanagar,2023-03-05,Returning
3456,Customer_3456,Bellandur,2022-08-11,New
3457,Customer_3457,BTM,2022-08-17,New
3458,Customer_3458,Jayanagar,2023-03-01,New
3460,Customer_3460,Koramangala 7th Block,2023-05-16,Returning
3461,Customer_3461,Cunningham Road,2022-06-08,New
3462,Customer_3462,BTM,2023-01-28,Returning
3463,Customer_3463,Koramangala 5th Block,2022-10-12,Returning
3464,Customer_3464,BTM,2023-06-17,Returning
3465,Customer_3465,Kammanahalli,2022-03-16,Returning
3466,Customer_3466,JP Nagar,2022-07-04,Returning
3468,Customer_3468,Koramangala 5th Block,2023-01-03,Returning
3469,Customer_3469,Bannerghatta Road,2023-12-15,Premium
3470,Customer_3470,Whitefield,2022-12-26,New
3471,Customer_3471,BTM,2022-07-31,New
3472,Customer_3472,Kalyan Nagar,2023-03-27,New
3473,Customer_3473,Koramangala 1st Block,2023-07-28,Returning
3474,Customer_3474,Koramangala 5th Block,2022-04-26,New
3475,Customer_3475,JP Nagar,2022-10-14,New
3476,Customer_3476,Basaveshwara Nagar,2023-06-10,New
3477,Customer_3477,Jayanagar,2023-11-18,New
3478,Customer_3478,Bannerghatta Road,2023-07-30,Returning
3480,Customer_3480,HSR,2023-02-28,New
3481,Customer_3481,BTM,2022-08-22,Returning
3482,Customer_3482,Koramangala 7th Block,2022-12-30,Returning
3483,Customer_3483,Church Street,2023-04-15,New
3484,Customer_3484,Rajajinagar,2023-09-09,Returning
3485,Customer_3485,HSR,2023-12-26,Returning
3487,Customer_3487,Kammanahalli,2022-12-18,New
3488,Customer_3488,Cunningham Road,2023-10-17,New
3489,Customer_3489,Koramangala 5th Block,2022-10-26,New
3490,Customer_3490,Basavanagudi,2023-11-14,Returning
3491,Customer_3491,Banashankari,2022-09-02,Premium
3492,Customer_3492,BTM,2023-04-10,New
3494,Customer_3494,Koramangala 6th Block,2022-03-06,Returning
3495,Customer_3495,Electronic City,2023-07-24,New
3498,Customer_3498,Bellandur,2022-06-07,New
3499,Customer_3499,BTM,2023-08-19,Returning
3501,Customer_3501,Brookefield,2023-11-20,New
3502,Customer_3502,Jayanagar,2023-05-25,Returning
3503,Customer_3503,Lavelle Road,2023-01-27,Returning
3504,Customer_3504,Jayanagar,2022-02-08,Returning
3505,Customer_3505,Indiranagar,2023-07-09,New
3506,Customer_3506,Cunningham Road,2023-04-17,New
3507,Customer_3507,Jayanagar,2023-08-29,Returning
3509,Customer_3509,Banaswadi,2022-01-21,New
3510,Customer_3510,Shivajinagar,2023-08-17,New
3511,Customer_3511,Indiranagar,2022-03-27,Returning
3512,Customer_3512,Bannerghatta Road,2022-07-11,Premium
3513,Customer_3513,MG Road,2023-12-03,New
3514,Customer_3514,Koramangala 5th Block,2023-05-18,New
3515,Customer_3515,Vasanth Nagar,2023-11-08,New
3516,Customer_3516,Koramangala 5th Block,2022-03-11,Premium
3517,Customer_3517,Domlur,2023-05-22,New
3518,Customer_3518,Basavanagudi,2022-10-19,New
3519,Customer_3519,Whitefield,2022-06-24,New
3520,Customer_3520,BTM,2023-09-06,New
3521,Customer_3521,Bellandur,2023-07-20,Returning
3522,Customer_3522,BTM,2023-09-27,New
3523,Customer_3523,Vasanth Nagar,2023-01-23,New
3524,Customer_3524,Jayanagar,2023-11-08,Returning
3525,Customer_3525,Shanti Nagar,2022-05-08,New
3526,Customer_3526,Church Street,2023-06-11,Premium
3527,Customer_3527,BTM,2023-06-08,Returning
3528,Customer_3528,Malleshwaram,2023-11-03,New
3529,Customer_3529,HSR,2022-07-16,New
3530,Customer_3530,Koramangala 5th Block,2023-01-10,Returning
3531,Customer_3531,Indiranagar,2023-06-21,Returning
3532,Customer_3532,Richmond Road,2023-03-22,New
3533,Customer_3533,Ejipura,2022-12-14,New
3534,Customer_3534,Malleshwaram,2023-12-23,New
3535,Customer_3535,Koramangala 5th Block,2023-09-29,New
3536,Customer_3536,Marathahalli,2023-12-06,Returning
3537,Customer_3537,Old Airport Road,2022-09-19,Returning
3538,Customer_3538,Vasanth Nagar,2022-10-12,New
3540,Customer_3540,JP Nagar,2022-10-31,New
3541,Customer_3541,Koramangala 6th Block,2022-05-16,New
3542,Customer_3542,Shanti Nagar,2023-03-30,New
3543,Customer_3543,MG Road,2022-12-12,New
3544,Customer_3544,Ejipura,2023-04-27,New
3545,Customer_3545,Jayanagar,2023-06-10,New
3546,Customer_3546,Kalyan Nagar,2022-10-24,New
3547,Customer_3547,Richmond Road,2022-08-25,Returning
3548,Customer_3548,Frazer Town,2022-11-17,Premium
3549,Customer_3549,Koramangala 1st Block,2022-03-26,New
3551,Customer_3551,Whitefield,2022-01-06,Returning
3552,Customer_3552,MG Road,2022-05-16,New
3554,Customer_3554,Indiranagar,2023-02-28,New
3555,Customer_3555,Whitefield,2023-06-30,New
3558,Customer_3558,Bannerghatta Road,2022-06-06,Premium
3559,Customer_3559,Koramangala 5th Block,2022-01-08,Returning
3560,Customer_3560,HSR,2023-05-22,Returning
3561,Customer_3561,Indiranagar,2023-05-30,New
3562,Customer_3562,Marathahalli,2023-10-05,New
3563,Customer_3563,HSR,2022-11-21,Returning
3564,Customer_3564,Koramangala 7th Block,2022-12-05,New
3565,Customer_3565,Banaswadi,2023-10-07,Premium
3566,Customer_3566,HSR,2022-03-25,New
3567,Customer_3567,JP Nagar,2022-09-28,Returning
3568,Customer_3568,Whitefield,2023-07-25,Returning
3569,Customer_3569,Bannerghatta Road,2022-04-25,New
3570,Customer_3570,HSR,2022-12-16,New
3571,Customer_3571,Bannerghatta Road,2022-11-01,New
3572,Customer_3572,Jayanagar,2023-10-23,Returning
3573,Customer_3573,Brigade Road,2023-06-22,New
3574,Customer_3574,Residency Road,2022-03-27,New
3575,Customer_3575,Brookefield,2023-11-30,Returning
3576,Customer_3576,Indiranagar,2023-01-15,New
3577,Customer_3577,Sarjapur Road,2022-10-18,Returning
3578,Customer_3578,Commercial Street,2022-05-28,Premium
3579,Customer_3579,Whitefield,2022-05-29,New
3580,Customer_3580,Whitefield,2022-03-15,Returning
3581,Customer_3581,Ulsoor,2022-08-02,Returning
3582,Customer_3582,BTM,2023-04-02,Returning
3583,Customer_3583,Bellandur,2022-08-01,Returning
3584,Customer_3584,Jayanagar,2023-10-11,Returning
3585,Customer_3585,Shanti Nagar,2022-01-19,New
3588,Customer_3588,Jeevan Bhima Nagar,2023-10-22,Returning
3589,Customer_3589,Kalyan Nagar,2023-02-22,Premium
3590,Customer_3590,HSR,2022-03-26,New
3591,Customer_3591,MG Road,2023-05-17,Returning
3592,Customer_3592,St. Marks Road,2023-08-18,New
3593,Customer_3593,Jayanagar,2023-04-29,Premium
3594,Customer_3594,BTM,2023-11-27,Returning
3595,Customer_3595,Kalyan Nagar,2022-09-24,Returning
3596,Customer_3596,Basavanagudi,2023-03-22,Returning
3597,Customer_3597,Malleshwaram,2022-10-14,New
3598,Customer_3598,Sarjapur Road,2023-12-16,Returning
3600,Customer_3600,Koramangala 7th Block,2022-11-01,Returning
3601,Customer_3601,Marathahalli,2023-12-30,New
3602,Customer_3602,Church Street,2023-05-18,New
3603,Customer_3603,Bannerghatta Road,2022-05-04,Premium
3604,Customer_3604,BTM,2023-03-21,New
3605,Customer_3605,Brigade Road,2023-01-10,New
3606,Customer_3606,Indiranagar,2022-04-06,New
3607,Customer_3607,Indiranagar,2023-02-20,New
3608,Customer_3608,Koramangala 6th Block,2023-02-09,New
3609,Customer_3609,BTM,2023-04-01,Returning
3610,Customer_3610,BTM,2023-01-14,New
3611,Customer_3611,Jayanagar,2023-12-09,Premium
3612,Customer_3612,Koramangala 6th Block,2022-05-01,New
3613,Customer_3613,Cunningham Road,2022-07-02,New
3614,Customer_3614,Domlur,2022-08-31,Premium
3615,Customer_3615,Koramangala 1st Block,2023-04-09,New
3616,Customer_3616,JP Nagar,2023-10-26,New
3617,Customer_3617,Ejipura,2022-12-19,New
3618,Customer_3618,Electronic City,2023-02-28,New
3619,Customer_3619,BTM,2023-07-04,New
3620,Customer_3620,BTM,2023-12-28,Returning
3621,Customer_3621,Rajajinagar,2023-12-16,New
3622,Customer_3622,Koramangala 6th Block,2022-09-06,Returning
3624,Customer_3624,Whitefield,2022-02-23,Returning
3625,Customer_3625,Richmond Road,2023-04-17,New
3626,Customer_3626,Brookefield,2022-01-21,Returning
3627,Customer_3627,Marathahalli,2023-07-10,New
3628,Customer_3628,Richmond Road,2023-06-03,Returning
3629,Customer_3629,BTM,2023-10-19,New
3630,Customer_3630,BTM,2023-03-02,New
3631,Customer_3631,Koramangala 1st Block,2022-10-21,Returning
3632,Customer_3632,Banashankari,2023-06-09,Returning
3633,Customer_3633,Ulsoor,2023-09-24,New
3634,Customer_3634,Brigade Road,2022-01-03,New
3635,Customer_3635,Ulsoor,2023-08-06,Returning
3636,Customer_3636,JP Nagar,2023-03-15,Returning
3637,Customer_3637,Koramangala 5th Block,2023-03-19,New
3638,Customer_3638,Shivajinagar,2023-08-07,New
3639,Customer_3639,Kalyan Nagar,2022-03-07,New
3640,Customer_3640,Marathahalli,2023-11-27,New
3641,Customer_3641,Koramangala 6th Block,2023-12-15,Returning
3642,Customer_3642,HSR,2023-08-21,New
3643,Customer_3643,Residency Road,2023-09-30,New
3644,Customer_3644,Indiranagar,2023-06-18,New
3647,Customer_3647,Sarjapur Road,2023-08-21,New
3648,Customer_3648,Seshadripuram,2022-06-24,New
3649,Customer_3649,HSR,2023-07-21,New
3650,Customer_3650,Koramangala 4th Block,2022-11-29,New
3651,Customer_3651,Electronic City,2023-07-03,New
3652,Customer_3652,St. Marks Road,2023-11-03,Premium
3653,Customer_3653,Koramangala 7th Block,2022-10-20,New
3655,Customer_3655,Domlur,2023-12-22,New
3656,Customer_3656,Banashankari,2022-06-20,Returning
3657,Customer_3657,HSR,2022-05-29,New
3658,Customer_3658,Ulsoor,2022-10-13,Returning
3659,Customer_3659,Whitefield,2023-03-12,New
3660,Customer_3660,Banashankari,2023-10-29,Premium
3661,Customer_3661,HSR,2022-02-02,New
3662,Customer_3662,Ulsoor,2023-09-10,New
3664,Customer_3664,HSR,2022-11-03,New
3665,Customer_3665,Sarjapur Road,2022-04-25,New
3666,Customer_3666,Whitefield,2022-10-25,New
3667,Customer_3667,Koramangala 5th Block,2023-05-30,New
3668,Customer_3668,BTM,2022-01-24,Returning
3669,Customer_3669,Jayanagar,2023-07-29,Returning
3670,Customer_3670,HSR,2023-11-06,Returning
3672,Customer_3672,Shivajinagar,2022-02-23,Returning
3673,Customer_3673,Brigade Road,2022-12-14,Returning
3674,Customer_3674,Koramangala 1st Block,2022-03-09,Returning
3675,Customer_3675,Marathahalli,2022-06-27,Returning
3676,Customer_3676,Kalyan Nagar,2022-07-11,Premium
3677,Customer_3677,MG Road,2022-12-13,Returning
3678,Customer_3678,HSR,2023-07-31,Premium
3679,Customer_3679,Koramangala 1st Block,2023-07-22,New
3680,Customer_3680,Indiranagar,2023-01-15,New
3681,Customer_3681,St. Marks Road,2022-05-12,New
3682,Customer_3682,Koramangala 6th Block,2023-09-29,Premium
3683,Customer_3683,JP Nagar,2023-05-19,Returning
3685,Customer_3685,Koramangala 4th Block,2023-10-14,New
3686,Customer_3686,HSR,2023-08-02,Returning
3688,Customer_3688,JP Nagar,2023-12-14,Returning
3690,Customer_3690,JP Nagar,2023-12-05,New
3691,Customer_3691,BTM,2022-10-21,Returning
3692,Customer_3692,Banaswadi,2023-06-07,New
3694,Customer_3694,Koramangala 6th Block,2022-01-14,New
3695,Customer_3695,Indiranagar,2023-04-28,Returning
3697,Customer_3697,Residency Road,2023-01-06,New
3699,Customer_3699,Ulsoor,2023-12-19,Returning
3700,Customer_3700,Marathahalli,2022-06-03,Returning
3701,Customer_3701,Brigade Road,2023-09-19,Premium
3702,Customer_3702,Koramangala 5th Block,2022-10-12,New
3703,Customer_3703,Brigade Road,2023-07-13,New
3704,Customer_3704,Brigade Road,2022-03-22,Returning
3705,Customer_3705,Sarjapur Road,2023-10-24,Returning
3706,Customer_3706,MG Road,2023-02-15,Returning
3707,Customer_3707,Bannerghatta Road,2022-11-20,Returning
3708,Customer_3708,Ejipura,2023-06-07,New
3709,Customer_3709,Koramangala 7th Block,2022-02-06,New
3710,Customer_3710,Cunningham Road,2022-03-20,Returning
3712,Customer_3712,Old Airport Road,2023-06-17,New
3713,Customer_3713,Kammanahalli,2022-08-14,New
3714,Customer_3714,Indiranagar,2023-08-29,New
3715,Customer_3715,Basaveshwara Nagar,2023-04-01,Returning
3716,Customer_3716,Indiranagar,2022-11-07,New
3718,Customer_3718,BTM,2023-01-16,Returning
3719,Customer_3719,Whitefield,2022-09-14,Premium
3720,Customer_3720,JP Nagar,2023-07-20,New
3721,Customer_3721,Richmond Road,2023-06-09,New
3723,Customer_3723,Brookefield,2023-03-04,New
3724,Customer_3724,HSR,2022-12-13,Returning
3725,Customer_3725,Kalyan Nagar,2023-05-01,Returning
3727,Customer_3727,BTM,2022-12-26,New
3728,Customer_3728,BTM,2023-08-18,Returning
3729,Customer_3729,BTM,2022-12-15,New
3730,Customer_3730,Frazer Town,2022-06-01,New
3732,Customer_3732,Indiranagar,2022-07-15,Returning
3733,Customer_3733,BTM,2022-02-18,Returning
3734,Customer_3734,Frazer Town,2022-03-21,New
3735,Customer_3735,BTM,2022-07-31,New
3736,Customer_3736,Brigade Road,2022-07-05,Premium
3738,Customer_3738,JP Nagar,2023-12-17,New
3739,Customer_3739,Koramangala 5th Block,2022-08-27,Returning
3740,Customer_3740,Ejipura,2022-01-18,New
3741,Customer_3741,JP Nagar,2023-03-24,New
3743,Customer_3743,BTM,2022-04-22,New
3744,Customer_3744,BTM,2023-03-01,New
3745,Customer_3745,Koramangala 5th Block,2022-11-03,Returning
3746,Customer_3746,Race Course Road,2023-10-24,New
3747,Customer_3747,Jayanagar,2022-09-24,New
3748,Customer_3748,Electronic City,2022-09-26,New
3749,Customer_3749,Marathahalli,2023-06-27,Returning
3750,Customer_3750,BTM,2023-08-12,New
3751,Customer_3751,Bannerghatta Road,2022-03-13,Returning
3752,Customer_3752,Indiranagar,2022-11-05,New
3753,Customer_3753,Kammanahalli,2022-02-10,New
3754,Customer_3754,Kammanahalli,2022-09-21,New
3757,Customer_3757,BTM,2023-01-10,Returning
3758,Customer_3758,Jayanagar,2022-04-16,New
3759,Customer_3759,Bannerghatta Road,2023-02-01,Returning
3761,Customer_3761,BTM,2022-03-03,Returning
3762,Customer_3762,HSR,2022-01-12,Returning
3764,Customer_3764,Jayanagar,2022-07-30,New
3765,Customer_3765,Bellandur,2022-05-03,New
3766,Customer_3766,Koramangala 4th Block,2022-12-01,Returning
3767,Customer_3767,Ejipura,2023-10-26,New
3768,Customer_3768,Jayanagar,2023-09-16,New
3772,Customer_3772,Sarjapur Road,2023-12-09,Premium
3773,Customer_3773,Koramangala 5th Block,2022-09-22,New
3774,Customer_3774,Koramangala 4th Block,2023-12-22,Returning
3775,Customer_3775,Koramangala 5th Block,2022-02-28,Returning
3776,Customer_3776,Electronic City,2023-05-05,Returning
3777,Customer_3777,Church Street,2022-07-05,Returning
3778,Customer_3778,Koramangala 1st Block,2023-04-14,New
3779,Customer_3779,Malleshwaram,2023-11-04,Returning
3780,Customer_3780,Koramangala 6th Block,2023-02-23,New
3781,Customer_3781,JP Nagar,2022-05-07,New
3782,Customer_3782,Brookefield,2023-04-27,Returning
3783,Customer_3783,Bannerghatta Road,2022-11-16,Premium
3784,Customer_3784,Kalyan Nagar,2023-12-02,New
3785,Customer_3785,Shanti Nagar,2022-12-30,New
3786,Customer_3786,Frazer Town,2023-10-06,New
3787,Customer_3787,HSR,2023-01-13,New
3788,Customer_3788,Jayanagar,2022-03-12,New
3789,Customer_3789,Wilson Garden,2022-07-03,Premium
3790,Customer_3790,Wilson Garden,2023-09-13,Returning
3791,Customer_3791,Indiranagar,2023-09-06,New
3794,Customer_3794,BTM,2022-08-12,New
3795,Customer_3795,Ulsoor,2023-08-06,Returning
3796,Customer_3796,Bannerghatta Road,2023-09-25,New
3797,Customer_3797,Bellandur,2023-03-05,New
3799,Customer_3799,BTM,2022-12-14,New
3800,Customer_3800,Koramangala 7th Block,2022-01-31,New
3801,Customer_3801,Marathahalli,2023-11-12,Returning
3802,Customer_3802,Richmond Road,2022-02-10,New
3803,Customer_3803,Frazer Town,2022-01-07,New
3805,Customer_3805,Whitefield,2023-11-13,Returning
3806,Customer_3806,BTM,2023-11-09,Returning
3807,Customer_3807,Banaswadi,2022-06-01,Returning
3808,Customer_3808,Marathahalli,2023-02-12,New
3809,Customer_3809,Residency Road,2022-09-01,New
3810,Customer_3810,Cunningham Road,2023-09-29,Premium
3811,Customer_3811,Koramangala 7th Block,2023-06-04,Returning
3812,Customer_3812,Church Street,2022-11-09,New
3813,Customer_3813,HSR,2022-08-04,New
3814,Customer_3814,Marathahalli,2023-08-10,Returning
3815,Customer_3815,Wilson Garden,2023-03-27,Returning
3816,Customer_3816,Residency Road,2023-07-29,New
3817,Customer_3817,Frazer Town,2022-07-27,Premium
3819,Customer_3819,Marathahalli,2022-01-12,New
3820,Customer_3820,BTM,2023-05-23,Returning
3821,Customer_3821,Sarjapur Road,2022-06-25,Returning
3822,Customer_3822,MG Road,2022-07-16,New
3823,Customer_3823,Koramangala 7th Block,2023-01-19,Returning
3824,Customer_3824,Bellandur,2023-02-24,Returning
3826,Customer_3826,Bannerghatta Road,2023-03-10,Returning
3828,Customer_3828,Church Street,2023-10-04,Returning
3829,Customer_3829,Vasanth Nagar,2023-09-22,Returning
3830,Customer_3830,Indiranagar,2022-10-09,Returning
3831,Customer_3831,BTM,2022-11-17,New
3833,Customer_3833,Indiranagar,2023-11-19,New
3834,Customer_3834,Bellandur,2022-05-18,Returning
3835,Customer_3835,Marathahalli,2023-01-04,New
3836,Customer_3836,BTM,2022-09-20,New
3837,Customer_3837,Electronic City,2023-09-12,Premium
3838,Customer_3838,JP Nagar,2022-08-14,New
3839,Customer_3839,Koramangala 5th Block,2023-03-29,Returning
3840,Customer_3840,Commercial Street,2023-12-17,Returning
3841,Customer_3841,HSR,2023-02-07,Premium
3842,Customer_3842,Bellandur,2023-02-01,Premium
3843,Customer_3843,BTM,2023-12-15,New
3844,Customer_3844,Kalyan Nagar,2023-12-25,New
3845,Customer_3845,Old Airport Road,2023-08-27,Premium
3846,Customer_3846,Koramangala 5th Block,2023-06-13,Returning
3847,Customer_3847,Koramangala 7th Block,2023-03-15,New
3848,Customer_3848,BTM,2022-01-22,Returning
3849,Customer_3849,Kammanahalli,2023-06-21,Returning
3850,Customer_3850,BTM,2022-06-17,Returning
3851,Customer_3851,Sarjapur Road,2022-03-25,Premium
3852,Customer_3852,Koramangala 6th Block,2022-01-15,New
3853,Customer_3853,Electronic City,2023-11-29,New
3854,Customer_3854,BTM,2022-08-29,New
3855,Customer_3855,Vasanth Nagar,2022-02-11,Premium
3856,Customer_3856,Sarjapur Road,2022-02-17,New
3857,Customer_3857,JP Nagar,2022-10-27,New
3858,Customer_3858,Indiranagar,2023-12-29,New
3859,Customer_3859,Bellandur,2022-04-04,Returning
3860,Customer_3860,CV Raman Nagar,2022-02-08,New
3861,Customer_3861,BTM,2022-08-05,New
3862,Customer_3862,Jayanagar,2022-07-16,New
3863,Customer_3863,Basavanagudi,2023-10-05,New
3864,Customer_3864,Kammanahalli,2023-10-04,Returning
3865,Customer_3865,Whitefield,2023-10-30,New
3867,Customer_3867,Koramangala 4th Block,2023-04-05,Returning
3868,Customer_3868,Indiranagar,2022-09-25,Returning
3869,Customer_3869,Jayanagar,2023-03-04,New
3870,Customer_3870,Koramangala 5th Block,2022-06-05,Premium
3871,Customer_3871,Indiranagar,2022-07-21,Returning
3874,Customer_3874,Koramangala 5th Block,2022-10-15,New
3875,Customer_3875,Whitefield,2022-02-28,New
3876,Customer_3876,Electronic City,2023-11-08,New
3877,Customer_3877,BTM,2022-08-31,Returning
3879,Customer_3879,Brookefield,2023-02-05,Returning
3880,Customer_3880,BTM,2023-04-04,Premium
3881,Customer_3881,BTM,2022-11-10,Returning
3882,Customer_3882,Electronic City,2022-06-12,New
3883,Customer_3883,Nagawara,2022-01-20,Premium
3884,Customer_3884,Rajajinagar,2022-08-11,New
3885,Customer_3885,Rajajinagar,2022-04-26,Returning
3886,Customer_3886,Koramangala 1st Block,2022-04-19,Returning
3887,Customer_3887,Koramangala 5th Block,2022-03-08,New
3888,Customer_3888,Whitefield,2023-06-28,Returning
3889,Customer_3889,Indiranagar,2023-01-30,New
3891,Customer_3891,MG Road,2023-11-02,Returning
3894,Customer_3894,Bannerghatta Road,2022-06-06,Returning
3895,Customer_3895,JP Nagar,2023-11-20,Returning
3896,Customer_3896,JP Nagar,2022-12-04,New
3897,Customer_3897,MG Road,2023-11-28,New
3898,Customer_3898,Jayanagar,2023-11-16,Returning
3899,Customer_3899,BTM,2022-05-10,Premium
3900,Customer_3900,BTM,2022-02-10,Returning
3901,Customer_3901,Jayanagar,2022-01-01,New
3902,Customer_3902,Koramangala 7th Block,2023-12-08,New
3903,Customer_3903,Brigade Road,2022-09-21,New
3904,Customer_3904,Frazer Town,2023-08-06,Premium
3905,Customer_3905,Banaswadi,2022-02-10,New
3906,Customer_3906,Jayanagar,2022-04-30,New
3907,Customer_3907,Indiranagar,2022-11-04,Returning
3908,Customer_3908,Malleshwaram,2022-08-10,Returning
3909,Customer_3909,Malleshwaram,2022-01-21,New
3910,Customer_3910,Ejipura,2023-12-27,New
3911,Customer_3911,Malleshwaram,2023-09-07,New
3912,Customer_3912,Koramangala 8th Block,2022-08-03,Premium
3913,Customer_3913,BTM,2023-04-04,Returning
3914,Customer_3914,Banaswadi,2022-06-29,Returning
3915,Customer_3915,Banaswadi,2023-05-20,New
3916,Customer_3916,Koramangala 7th Block,2023-02-24,New
3917,Customer_3917,Brookefield,2023-06-11,Returning
3918,Customer_3918,Bannerghatta Road,2022-10-17,Returning
3919,Customer_3919,HSR,2022-05-18,Returning
3920,Customer_3920,New BEL Road,2023-08-02,Returning
3921,Customer_3921,Bannerghatta Road,2023-03-18,New
3922,Customer_3922,HSR,2022-02-07,Returning
3923,Customer_3923,Jayanagar,2023-04-04,Premium
3924,Customer_3924,BTM,2023-11-01,Returning
3925,Customer_3925,Lavelle Road,2023-05-31,New
3926,Customer_3926,JP Nagar,2022-02-19,New
3927,Customer_3927,Brigade Road,2023-12-08,Returning
3928,Customer_3928,Bannerghatta Road,2023-08-28,Returning
3929,Customer_3929,Old Airport Road,2022-10-11,Returning
3930,Customer_3930,Banashankari,2023-05-14,New
3931,Customer_3931,Marathahalli,2023-09-14,New
3932,Customer_3932,Shanti Nagar,2022-03-26,New
3933,Customer_3933,Shivajinagar,2022-03-11,New
3934,Customer_3934,Ejipura,2022-08-15,Returning
3935,Customer_3935,Koramangala 6th Block,2023-08-25,Returning
