order_id,restaurant_id,customer_id,order_date,order_value,delivery_time_mins,order_status,quantity
60613,11159,19307,2025-03-09,703,23,Delivered,1
60614,55985,16234,2024-06-25,1467,60,Delivered,4
60616,4598,100,2024-06-21,812,33,Delayed,1
60623,42812,14045,2025-07-16,195,25,Delivered,4
60624,35088,7733,2023-08-25,683,52,Delivered,4
60625,3008,258,2023-06-07,302,42,Delivered,2
60626,8318,1247,2025-05-13,1009,55,Delivered,2
60627,16254,3302,2023-12-11,678,40,Delivered,2
60629,46406,1096,2023-05-11,675,63,Delivered,1
60630,10153,14190,2024-04-06,599,43,Delivered,4
60631,2550,5959,2025-07-26,1451,30,Delivered,4
60636,11927,8572,2025-08-18,662,48,Delivered,1
60642,20991,1445,2024-11-23,913,45,Delivered,2
60643,25472,15372,2023-06-21,1045,25,Delivered,2
60645,26998,13875,2023-03-17,190,50,Delivered,3
60646,43475,8846,2024-09-27,1343,52,Delivered,3
60647,32575,18750,2023-05-01,1125,52,Delivered,1
60648,37651,14591,2025-05-10,970,61,Delivered,3
60650,55671,15848,2025-07-27,560,47,Delivered,3
60651,38862,18266,2024-05-22,236,21,Delivered,2
60654,17308,5489,2023-08-15,201,45,Delivered,3
60657,3549,12782,2025-09-24,1059,46,Delivered,1
60659,23556,12146,2023-10-05,1466,57,Delivered,3
60660,21513,12389,2024-02-13,557,61,Delivered,1
60663,29907,11438,2025-07-05,726,48,Delivered,2
60664,11290,18478,2024-04-17,470,61,Cancelled,2
60667,20286,13838,2023-08-13,266,34,Delivered,4
60668,30478,15488,2023-08-12,507,58,Delivered,3
60669,14390,2753,2024-12-06,156,47,Delayed,1
60674,37595,14065,2025-05-30,950,28,Delivered,3
60675,30491,8480,2025-06-20,1376,38,Delivered,1
60677,40380,4676,2025-03-01,656,58,Delivered,1
60681,38751,11681,2024-12-03,1498,63,Delivered,1
60682,42286,16765,2024-01-26,187,67,Delivered,4
60684,25977,2791,2024-12-18,786,43,Delivered,3
60686,49644,12022,2023-03-14,953,26,Delivered,4
60690,4960,6678,2024-09-21,742,54,Delivered,3
60697,34064,11969,2025-08-30,379,23,Delivered,3
60701,15924,15982,2023-11-04,1315,64,Cancelled,1
60708,44767,13182,2023-01-09,691,60,Cancelled,3
60709,3942,13809,2024-12-29,776,22,Delivered,1
60710,14627,14659,2025-05-30,269,39,Cancelled,2
60711,33358,520,2023-03-13,509,62,Delivered,1
60714,27776,17220,2024-02-28,865,34,Delivered,2
60719,29892,3881,2023-03-04,914,40,Cancelled,3
60720,52586,12732,2025-09-06,1107,58,Delayed,1
60722,54973,16736,2024-12-31,178,20,Cancelled,4
60725,34189,19476,2023-03-13,1053,55,Delivered,1
60726,53904,13923,2024-04-14,765,41,Delivered,4
60728,34778,12233,2023-11-25,1434,64,Delivered,4
60731,34386,18339,2023-07-05,1123,51,Delivered,3
60733,52991,10196,2023-04-12,1477,66,Delayed,1
60734,55022,11555,2024-12-23,264,36,Delivered,3
60736,23361,4919,2025-02-24,670,46,Delivered,1
60738,10230,17150,2023-02-27,840,20,Cancelled,2
60739,31725,18041,2023-09-11,661,50,Delivered,4
60743,9561,16906,2025-08-07,673,36,Delivered,3
60744,20082,330,2023-03-12,507,21,Delivered,1
60745,26220,8120,2025-02-03,588,46,Delivered,2
60748,46249,1733,2024-06-13,342,23,Delivered,1
60749,7988,13622,2025-04-18,1469,67,Delivered,2
60751,22913,14704,2024-06-30,445,44,Delivered,4
60752,3852,9864,2024-09-06,664,30,Delayed,2
60753,14716,6542,2025-05-09,1087,56,Delivered,4
60759,5371,15399,2023-03-12,298,58,Delivered,2
60765,29052,2145,2025-05-01,1102,57,Delivered,2
60766,118,17345,2023-12-18,406,26,Delivered,3
60768,47734,14051,2025-04-12,1235,38,Delivered,2
60769,3367,17143,2023-12-05,482,55,Delivered,1
60770,56114,11246,2023-02-10,152,67,Delivered,2
60772,12997,17590,2023-07-18,895,42,Delivered,3
60774,46245,10013,2024-11-13,152,46,Delivered,3
60775,340,1642,2024-02-04,1498,56,Delivered,3
60777,17812,16393,2024-12-07,283,35,Delivered,4
60779,53355,2517,2024-05-26,292,28,Delivered,4
60780,30297,4250,2024-06-29,648,26,Delivered,4
60781,5258,19308,2023-02-02,1366,51,Delivered,4
60783,27186,14427,2025-03-27,539,67,Delivered,2
60787,51199,3782,2024-09-09,1492,30,Delivered,4
60788,20719,14811,2024-01-06,1248,61,Delivered,4
60789,4946,1657,2023-03-26,692,27,Delivered,3
60790,46307,13968,2024-11-22,534,55,Delivered,1
60802,35203,8303,2025-06-19,949,53,Delivered,4
60803,17177,19850,2023-09-04,154,32,Cancelled,1
60805,21834,17348,2024-11-30,1407,64,Delivered,2
60806,37214,12173,2024-03-16,990,56,Delivered,3
60809,50405,5874,2023-11-15,511,62,Delivered,4
60812,39845,17817,2023-04-24,1384,54,Delivered,4
60815,13477,14847,2024-02-08,1364,48,Delivered,4
60819,2197,12841,2024-07-04,1213,36,Cancelled,4
60821,36438,10925,2024-07-02,1133,69,Delivered,3
60822,21448,5613,2024-11-17,186,28,Delivered,1
60823,39423,15921,2024-01-16,374,57,Delivered,4
60824,18781,10071,2023-05-23,448,39,Delivered,3
60825,497,5019,2025-05-31,563,52,Delivered,4
60826,15677,383,2023-09-13,1353,52,Cancelled,2
60829,27179,9838,2024-08-26,1421,60,Delivered,3
60830,51141,8624,2024-08-15,1212,26,Delivered,1
60833,11732,3256,2024-06-04,1473,22,Delivered,4
60834,34754,4545,2024-08-28,1467,36,Delivered,2
60836,18364,10824,2024-02-18,1387,35,Delivered,1
60838,13240,4428,2025-04-10,1466,42,Delivered,2
60839,35413,6094,2024-02-10,215,39,Delivered,2
60841,49833,13123,2023-02-25,545,45,Delivered,2
60842,30432,9638,2024-12-16,1405,45,Delivered,2
60843,11836,7279,2024-10-28,1383,64,Delivered,3
60844,13770,16168,2025-02-15,395,21,Delivered,1
60847,32421,13701,2023-06-29,1441,67,Delivered,2
60849,51570,17429,2023-06-15,1246,69,Delivered,4
60851,45172,19521,2024-03-20,902,68,Delivered,2
60854,50944,5301,2023-12-09,332,31,Delivered,2
60857,18221,13534,2024-07-17,1454,53,Delivered,2
60858,4239,16536,2023-12-31,186,59,Delayed,1
60860,32135,7618,2025-05-19,239,33,Cancelled,1
60861,20279,9953,2025-01-15,589,37,Delivered,3
60867,1581,12998,2025-07-07,268,33,Delivered,3
60874,31793,2882,2024-03-10,280,53,Delivered,3
60877,25166,55,2023-05-01,1127,26,Delivered,4
60879,19431,13219,2024-12-14,168,53,Delivered,2
60880,8136,12308,2025-04-01,462,44,Delivered,2
60886,46018,7611,2025-07-12,809,44,Delivered,4
60891,8268,9080,2024-08-01,1464,36,Delivered,4
60893,14037,13566,2025-09-25,832,57,Delivered,3
60897,23300,11891,2023-01-01,1420,63,Delivered,2
60902,19873,7617,2024-04-27,698,64,Delivered,2
60908,20716,2956,2023-01-07,359,41,Delayed,2
60910,84,19002,2025-04-24,1476,48,Delivered,3
60911,17521,16486,2023-09-07,1035,29,Cancelled,4
60917,51196,4102,2025-07-01,1432,63,Delivered,3
60920,28549,5223,2023-03-27,327,50,Delivered,1
60922,42383,11186,2024-01-16,638,28,Delivered,2
60926,5982,19004,2025-06-02,1418,66,Delayed,1
60928,5765,14540,2025-09-05,942,42,Cancelled,3
60929,21763,17601,2023-07-07,192,28,Delivered,2
60931,27738,3656,2024-10-24,164,67,Delivered,4
60933,30110,7169,2023-03-26,160,41,Delivered,2
60934,35001,1351,2023-11-16,1009,39,Delivered,3
60935,39020,14974,2024-01-30,595,54,Delivered,4
60936,53909,19901,2024-12-31,522,62,Delivered,1
60938,7574,11044,2023-06-04,1016,50,Delivered,1
60939,34096,17828,2025-01-16,700,60,Delivered,3
60940,8829,7598,2024-01-19,1075,22,Delivered,3
60944,2439,19916,2025-09-13,231,24,Delivered,4
60945,41525,16145,2024-01-07,294,24,Delivered,4
60947,32425,12543,2024-06-19,1155,29,Delivered,3
60950,36358,16838,2025-02-28,794,26,Delivered,4
60951,32299,10149,2023-04-28,1277,62,Delivered,1
60955,14707,1888,2025-05-21,1064,56,Delivered,3
60956,11849,18755,2024-08-07,487,34,Delivered,1
60957,15866,19140,2024-04-10,1494,28,Delivered,3
60960,38671,9998,2025-09-17,1462,46,Delivered,3
60962,53016,14739,2024-01-05,1097,44,Cancelled,4
60965,35378,16027,2023-01-11,619,56,Delivered,4
60966,24355,120,2023-02-23,573,25,Delivered,1
60968,17783,14244,2025-07-01,584,69,Delayed,3
60969,31723,4718,2024-10-15,310,42,Delayed,1
60970,16968,4030,2025-07-05,1038,63,Delivered,2
60971,51673,5229,2023-02-10,1321,50,Delivered,1
60973,15097,6942,2025-05-12,1067,69,Delivered,2
60974,25129,13168,2024-03-21,427,59,Delivered,1
60975,38851,3569,2023-01-10,537,21,Delivered,1
60976,10022,16264,2023-04-07,969,59,Delivered,2
60978,54020,12600,2023-08-20,648,51,Delivered,2
60979,30810,3520,2023-09-12,1359,54,Delivered,3
60980,2010,4271,2024-02-14,1465,54,Delivered,4
60981,4158,11427,2024-02-17,1040,44,Delivered,4
60982,13669,17995,2023-11-17,554,59,Delivered,3
60986,748,18204,2023-04-29,471,22,Delayed,4
60987,46449,1207,2025-01-28,1496,21,Delivered,2
60990,14671,12556,2023-09-06,1249,27,Delivered,4
60994,42856,2044,2025-09-16,1437,48,Delivered,4
60996,10748,2880,2025-07-07,1390,46,Delivered,4
60999,38944,16623,2025-03-05,818,29,Delayed,2
61010,33778,5495,2023-01-23,643,38,Delivered,2
61013,2279,7883,2024-10-23,1290,64,Delayed,2
61016,17659,18662,2024-08-21,379,59,Delivered,3
61017,47279,6699,2023-01-05,775,22,Delivered,4
61018,24127,374,2024-08-23,702,27,Cancelled,2
61022,5279,10476,2025-02-11,1148,24,Delivered,4
61025,43767,13095,2025-09-03,429,47,Delivered,3
61027,47669,14034,2023-08-05,449,45,Delivered,3
61028,16748,19178,2024-09-05,785,61,Delivered,1
61030,2888,1417,2023-10-26,928,67,Delivered,4
61033,10470,3052,2024-03-26,991,29,Delivered,1
61037,55924,4094,2024-08-07,1452,48,Delayed,3
61039,38988,13727,2024-01-30,978,66,Delivered,4
61040,11155,14090,2023-03-17,1197,37,Delivered,1
61041,44708,6025,2025-03-21,519,51,Delivered,4
61045,10913,7145,2025-06-04,962,54,Delivered,2
61047,35832,8814,2023-01-25,207,57,Delivered,4
61048,51463,9293,2025-02-13,1006,38,Delivered,3
61051,52322,8536,2023-11-19,745,33,Delivered,2
61053,36797,7977,2024-03-04,372,63,Delivered,2
61054,13024,3705,2024-03-05,315,60,Delivered,4
61058,4481,15990,2024-05-20,1388,23,Delivered,4
61063,38742,19931,2024-09-21,1302,51,Delivered,1
61065,49210,8016,2023-06-23,677,25,Delivered,3
61068,44283,6252,2023-03-29,1029,41,Delivered,1
61070,38538,10688,2024-08-20,751,52,Cancelled,1
61074,41521,2904,2025-06-20,166,46,Delivered,1
61077,21230,67,2023-05-06,1224,30,Delivered,4
61083,47028,14631,2024-09-05,209,44,Delivered,2
61084,49675,2035,2024-01-04,610,22,Delivered,2
61085,15663,11185,2023-09-12,259,51,Delivered,3
61087,54352,1344,2023-10-19,385,56,Delivered,3
61091,35880,12118,2024-03-18,280,51,Delivered,4
61094,48517,19761,2023-08-31,417,21,Delivered,1
61096,46129,19324,2025-02-08,1301,44,Delayed,2
61097,25527,14155,2023-05-23,477,35,Delayed,2
61099,32035,5281,2023-03-24,1366,51,Delivered,2
61100,4178,17086,2023-10-16,611,50,Delivered,4
61103,55668,15710,2023-07-28,928,20,Delivered,3
61104,38281,16594,2025-04-12,640,35,Delivered,1
61105,340,1962,2025-05-16,906,60,Delivered,3
61106,40285,5332,2023-08-15,322,52,Delivered,3
61108,17245,12595,2023-04-08,460,30,Delivered,1
61109,4678,3051,2025-06-13,952,24,Delayed,3
61113,36339,15233,2024-11-03,1072,68,Delivered,4
61115,111,2758,2024-02-06,343,51,Cancelled,4
61116,42409,16761,2025-07-12,1084,24,Delivered,4
61119,19149,1423,2023-06-29,804,22,Delivered,2
61121,43526,17397,2023-04-20,419,52,Delayed,4
61123,8328,2867,2025-01-22,208,42,Delayed,2
61124,14170,19052,2025-04-15,403,49,Delivered,2
61138,45468,2282,2025-05-03,784,20,Delivered,2
61140,18039,16963,2025-01-11,688,57,Delivered,1
61142,23382,1112,2023-08-24,741,35,Delivered,1
61143,47901,14591,2024-02-03,1484,58,Delivered,4
61146,33080,8460,2025-09-09,157,45,Delivered,4
61151,5439,16991,2023-07-21,162,24,Delivered,2
61155,1241,8713,2025-04-16,675,29,Delivered,1
61160,17215,14783,2025-02-22,1267,65,Delivered,2
61162,11474,9442,2025-08-31,693,38,Delayed,1
61168,34904,15100,2023-12-23,399,33,Delivered,2
61172,51430,13947,2023-01-20,1003,30,Delivered,4
61174,36213,14786,2023-07-18,1477,27,Delivered,1
61176,55866,12658,2023-12-24,1389,43,Delivered,4
61177,4601,17094,2024-07-05,199,34,Delivered,2
61179,23381,16089,2024-01-25,1041,25,Delivered,4
61183,8560,16665,2023-12-05,206,40,Delivered,2
61185,35661,2170,2024-03-20,255,67,Delivered,1
61187,50444,7622,2023-11-14,610,47,Delivered,2
61188,819,13173,2025-08-06,490,52,Delivered,3
61190,39372,19185,2024-07-01,864,40,Delivered,2
61192,2379,6132,2023-06-17,839,29,Delivered,4
61194,41125,188,2024-12-18,837,56,Delivered,2
61199,48239,14830,2025-05-18,927,69,Delayed,2
61201,55909,5489,2024-05-05,882,35,Cancelled,1
61211,45148,18456,2024-06-05,1378,58,Delivered,4
61215,39449,16551,2025-05-01,1432,55,Delivered,2
61216,11823,15557,2024-02-14,470,51,Delivered,3
61217,2395,14161,2023-08-20,1141,55,Delayed,2
61218,12847,9694,2023-12-22,571,22,Delayed,4
61224,17254,15387,2025-08-09,662,39,Delivered,2
61226,17670,16390,2023-08-06,842,64,Delivered,2
61230,39392,12884,2024-03-16,1481,60,Delivered,3
61231,20163,13564,2024-12-21,1306,23,Delivered,2
61232,28938,8590,2025-04-13,699,21,Delivered,2
61236,12904,14585,2025-09-26,708,64,Delivered,2
61237,27957,3932,2025-07-19,949,66,Delivered,2
61239,52552,16216,2023-06-15,267,54,Delayed,4
61240,34779,16159,2023-11-12,638,45,Delivered,4
61241,32576,2479,2025-04-05,1327,31,Cancelled,2
61242,17026,4790,2024-11-30,1307,48,Delayed,4
61243,24769,18549,2024-02-23,1054,62,Delivered,1
61245,18254,3148,2023-07-15,1410,38,Delivered,3
61246,49610,15569,2025-08-08,1301,57,Delayed,1
61247,15559,12813,2024-05-25,363,27,Delivered,3
61248,51514,7945,2025-01-06,1347,59,Delivered,4
61252,45033,13067,2025-04-29,1450,68,Cancelled,2
61253,328,144,2024-01-14,440,49,Delivered,2
61258,16544,9317,2024-02-27,232,69,Delivered,4
61259,41866,11395,2024-04-04,1080,55,Delivered,3
61262,50509,8145,2024-12-06,1267,20,Delivered,3
61264,15391,16060,2024-09-27,716,62,Delayed,1
61265,12488,7510,2024-02-17,1400,36,Delivered,3
61266,12794,611,2024-07-26,1258,65,Delayed,3
61267,46316,14523,2024-10-04,1336,44,Delivered,1
61268,41084,4366,2023-01-30,1105,28,Delivered,2
61274,25051,16813,2024-10-24,746,61,Delivered,3
61275,9246,19748,2023-12-29,759,51,Delivered,4
61278,42443,12279,2023-02-25,896,24,Delivered,3
61280,30538,2348,2025-06-07,309,64,Cancelled,1
61281,7885,17622,2023-09-19,1087,59,Delivered,3
61284,28900,160,2024-11-11,1373,62,Delivered,3
61288,45168,13500,2023-02-02,360,22,Delivered,3
61290,21931,13972,2025-05-28,834,69,Delivered,1
61291,23957,7632,2023-02-21,274,58,Delivered,4
61295,2626,2011,2023-01-25,473,64,Delivered,1
61297,53571,15244,2024-04-05,1182,39,Delivered,1
61300,29934,15463,2023-07-16,1220,27,Delivered,1
61303,54350,4762,2023-09-03,1151,51,Delivered,4
61304,38009,6341,2023-05-14,678,20,Delivered,1
61306,13931,8861,2025-07-22,717,43,Delayed,3
61309,52862,8069,2023-05-18,1154,31,Delivered,1
61310,26419,10684,2024-04-14,650,52,Delivered,1
61313,41994,15646,2024-04-24,914,20,Delivered,2
61315,5779,14464,2023-08-31,1236,27,Delivered,3
61316,1702,8075,2023-06-22,1410,58,Delivered,1
61320,37335,6700,2024-05-14,813,54,Delivered,1
61321,54913,13980,2025-03-01,1065,34,Delivered,2
61322,22138,14190,2025-01-26,604,26,Delivered,3
61324,38146,5663,2025-08-25,769,54,Delivered,2
61327,53269,9029,2023-02-04,1078,22,Delivered,3
61336,11624,13115,2024-11-04,429,53,Cancelled,2
61342,35830,8068,2023-01-17,1395,34,Delivered,1
61347,9695,3333,2023-08-08,243,62,Delivered,2
61348,18442,3593,2024-09-27,413,57,Delivered,2
61353,46415,9878,2024-09-03,427,62,Cancelled,2
61357,44694,19211,2024-09-01,510,28,Delivered,4
61359,29972,16971,2023-09-28,1257,46,Delivered,2
61363,26356,6099,2025-06-26,589,22,Delivered,2
61368,38399,6421,2023-08-03,459,65,Delivered,1
61369,12718,9196,2025-05-12,916,23,Delayed,3
61370,14053,6451,2024-11-06,171,40,Delivered,3
61371,24238,1584,2025-08-05,321,25,Delivered,4
61374,3279,18461,2024-03-24,180,64,Delivered,2
61376,55810,7127,2023-09-10,397,68,Delayed,2
61378,44162,7218,2023-02-14,896,45,Delivered,3
61379,2699,16625,2024-06-29,823,50,Delivered,1
61384,51455,656,2024-07-25,1006,26,Delivered,3
61385,8563,3515,2023-05-27,1469,41,Delivered,1
61386,47900,18475,2025-07-09,1447,59,Cancelled,4
61388,2466,16337,2025-03-03,1267,23,Delivered,3
61391,7788,2872,2024-05-23,1132,49,Delivered,4
61397,21694,738,2024-10-08,597,40,Delivered,3
61399,23358,11665,2023-12-21,1308,55,Delivered,4
61400,29081,10375,2023-06-23,1463,64,Delivered,2
61401,10846,17744,2024-10-24,571,58,Delivered,3
61403,52450,4976,2023-08-28,737,66,Delivered,2
61404,10187,1322,2023-06-17,926,60,Delivered,3
61406,14318,15484,2024-09-06,445,56,Delivered,3
61410,25129,4103,2024-07-04,720,28,Delivered,3
61417,2103,5530,2023-06-30,374,44,Delivered,3
61418,7504,3729,2023-01-28,821,27,Delivered,4
61420,49260,19449,2024-03-17,956,50,Delivered,4
61421,25787,10194,2023-03-22,429,39,Delivered,4
61425,49619,4061,2023-06-20,754,45,Delivered,3
61430,49319,10650,2025-04-17,322,56,Delivered,3
61435,29888,17296,2023-05-06,210,69,Delivered,2
61436,49064,1515,2025-04-17,894,60,Delivered,1
61438,12992,11855,2025-09-22,1456,57,Delivered,1
61440,35196,19633,2024-03-08,799,29,Delivered,2
61442,55269,9933,2023-12-19,925,60,Delivered,4
61443,40409,18729,2024-11-30,1355,68,Delivered,3
61444,10469,16838,2023-03-24,459,23,Delivered,4
61449,49340,12861,2024-06-01,672,21,Delivered,3
61450,14928,6459,2024-04-25,948,22,Delivered,4
61452,17822,13194,2025-07-24,1193,20,Delivered,2
61454,46723,10020,2024-05-31,1429,60,Delivered,3
61458,50091,11588,2024-11-13,691,54,Delivered,2
61459,35252,124,2023-01-05,284,42,Delivered,2
61460,30077,12249,2025-01-22,853,37,Delivered,1
61462,13532,11384,2023-12-21,439,20,Cancelled,1
61468,30468,5919,2024-05-24,769,22,Delivered,2
61469,12640,11523,2024-03-16,639,49,Delivered,4
61470,17154,2205,2023-02-09,1296,23,Delayed,4
61471,37055,10971,2025-05-20,845,65,Delivered,1
61472,35373,1324,2024-02-19,218,57,Delivered,4
61473,53781,12490,2023-03-07,831,57,Delivered,3
61474,53676,2938,2025-08-21,973,31,Delivered,2
61475,46906,2892,2023-03-12,1337,49,Delivered,2
61478,22595,4011,2024-12-21,489,39,Delivered,3
61479,9754,19275,2025-07-18,543,64,Delivered,1
61480,8962,10242,2025-03-14,769,61,Delivered,4
61481,21894,5888,2025-09-11,1463,32,Delivered,4
61484,16091,13699,2023-07-12,1056,29,Delivered,1
61485,8116,18795,2024-04-08,298,64,Delayed,2
61487,54906,13082,2024-12-21,567,32,Delivered,1
61488,27749,15953,2023-05-07,750,41,Cancelled,4
61491,17500,18126,2024-07-25,314,29,Delivered,4
61492,42186,4836,2023-04-04,1269,39,Delivered,3
61494,5631,6720,2024-03-08,791,43,Delivered,4
61498,22263,16685,2023-04-10,855,69,Delivered,4
61500,26502,11634,2024-09-10,313,59,Delivered,3
61501,41105,2885,2023-05-21,1257,60,Cancelled,3
61502,32514,7758,2023-08-18,274,33,Delivered,2
61503,3643,12425,2024-03-25,1318,28,Delivered,4
61506,13150,4086,2025-06-06,977,59,Delivered,2
61508,22086,16932,2024-06-14,945,60,Delivered,1
61512,8133,12764,2025-09-09,578,43,Delivered,2
61516,27224,14391,2023-07-31,1147,40,Delivered,3
61519,40081,1304,2024-06-17,1472,24,Delivered,2
61524,56017,9320,2024-11-25,964,57,Cancelled,1
61526,38840,9086,2023-09-22,1186,64,Delayed,4
61528,31759,17083,2023-10-11,561,45,Delivered,1
61529,4561,10069,2025-07-22,363,23,Delivered,4
61530,18636,12093,2023-12-14,1359,58,Delivered,1
61533,48291,6943,2024-08-09,1490,22,Delayed,4
61536,7520,19044,2025-06-21,229,60,Delayed,2
61537,44397,18371,2024-09-06,901,45,Delivered,1
61540,11362,392,2024-06-18,267,26,Delivered,4
61541,12442,16529,2023-04-29,674,59,Delivered,1
61542,18626,3710,2024-08-10,477,40,Delayed,3
61543,42848,6244,2024-12-01,1375,29,Delivered,3
61546,49863,13935,2024-02-26,560,56,Delivered,1
61548,52549,13727,2024-03-06,723,52,Delayed,3
61549,53563,14811,2024-05-13,1140,51,Delayed,3
61550,49143,4470,2023-05-08,150,37,Delivered,1
61552,48033,16629,2024-07-17,1217,48,Delivered,3
61558,40751,13764,2023-07-30,1264,56,Cancelled,2
61559,15304,12999,2023-07-20,474,69,Delivered,3
61560,36881,87,2024-02-13,281,61,Delivered,4
61561,47041,664,2025-05-28,1348,23,Delivered,2
61567,30788,1350,2023-09-05,1046,51,Delivered,3
61569,22705,8440,2025-06-06,240,68,Delivered,3
61571,451,12909,2023-10-23,732,38,Delivered,1
61573,14558,18725,2023-02-10,950,44,Delivered,4
61577,44917,10418,2024-02-07,1394,67,Delivered,2
61579,11739,11956,2024-09-21,845,29,Delayed,2
61580,38023,11468,2024-07-22,789,36,Delivered,4
61582,55426,3495,2025-08-27,1219,22,Cancelled,1
61584,14372,14912,2023-12-13,234,58,Delayed,2
61585,54851,349,2025-09-13,257,41,Delivered,3
61590,26459,7537,2024-08-19,328,37,Delivered,4
61592,1337,9265,2023-07-20,1456,38,Delivered,3
61594,26404,9514,2023-11-27,920,31,Delivered,1
61597,54317,5344,2023-06-21,343,63,Delivered,4
61600,19802,3171,2024-02-26,1370,52,Delivered,4
61602,15103,17275,2024-01-07,216,40,Delayed,4
61603,46336,14975,2023-07-16,252,55,Delivered,4
61605,34090,2638,2023-04-20,332,60,Delivered,3
61608,13890,18511,2023-11-15,1283,42,Delivered,2
61612,16631,4100,2025-09-20,1088,63,Delivered,3
61613,10358,19930,2023-10-17,1316,27,Delivered,2
61614,53871,7241,2023-07-09,540,45,Delivered,2
61620,15784,19907,2023-08-17,549,30,Delivered,3
61623,39254,9591,2023-04-18,388,27,Delivered,3
61626,50231,14927,2024-05-23,1398,60,Cancelled,3
61630,19515,5818,2023-07-08,858,32,Delivered,4
61631,15525,17150,2025-01-25,770,38,Delivered,3
61632,17056,18463,2024-12-09,634,43,Delivered,4
61633,18540,17180,2024-01-10,260,31,Delivered,1
61634,12497,14173,2023-03-22,1312,55,Delivered,4
61637,25397,3752,2024-04-19,1317,31,Delayed,2
61641,39131,17824,2023-04-25,733,52,Delivered,3
61647,9099,11891,2024-03-17,1131,39,Delivered,4
61648,45611,17062,2024-03-24,545,42,Delivered,2
61652,1445,5071,2023-08-28,541,45,Delivered,1
61653,37725,17906,2025-01-26,1148,67,Delivered,3
61655,36826,7758,2024-08-31,1479,58,Delivered,2
61657,301,4532,2024-08-13,512,34,Delivered,2
61658,7675,9345,2025-08-03,606,46,Delivered,4
61661,11341,13179,2023-11-14,324,58,Delivered,4
61666,13895,4613,2024-12-09,499,55,Delivered,3
61667,5273,18453,2023-06-04,1483,34,Delayed,1
61672,12005,19596,2025-08-17,350,49,Delivered,1
61674,1592,10145,2023-12-22,412,50,Delivered,4
61675,21589,19528,2024-10-29,905,23,Delivered,2
61678,15667,18927,2025-02-18,338,27,Delivered,2
61683,13388,18125,2024-11-16,1280,40,Delivered,2
61684,25096,12240,2023-06-01,187,20,Delivered,1
61686,28240,8070,2023-09-20,1324,44,Cancelled,1
61687,31818,22,2025-02-24,668,37,Delivered,2
61688,15755,12974,2024-12-17,913,55,Delivered,3
61694,24695,8560,2025-01-03,267,68,Delivered,1
61696,26385,8975,2024-08-10,756,45,Cancelled,2
61699,24199,7506,2023-05-05,1247,58,Delivered,3
61700,10570,7774,2023-06-27,772,21,Delivered,2
61706,4661,2294,2023-08-19,662,64,Delivered,4
61708,24020,7876,2023-08-08,481,59,Delivered,2
61711,13123,14591,2024-06-21,1220,38,Delivered,3
61713,40993,15321,2023-06-25,609,52,Cancelled,3
61714,48966,2444,2025-05-13,343,30,Delivered,3
61721,26360,19717,2025-05-07,1218,44,Delivered,4
61722,20371,11164,2024-06-23,937,40,Delivered,3
61723,6767,7364,2023-10-23,923,23,Delivered,2
61724,32661,4608,2025-01-28,758,36,Delivered,3
61725,35643,11852,2024-11-06,1043,35,Delivered,1
61728,56083,15955,2023-07-28,964,30,Delivered,2
61730,36220,9019,2023-09-29,1256,54,Delivered,4
61732,11156,12129,2023-04-16,523,37,Delivered,3
61733,45441,18249,2023-02-01,411,52,Delivered,4
61734,48416,16260,2024-06-26,344,60,Cancelled,4
61738,54496,3601,2025-01-06,722,39,Delivered,2
61742,6985,9358,2024-04-14,184,59,Delivered,1
61744,28799,4220,2025-06-29,1222,58,Delayed,3
61745,42257,15461,2024-01-17,425,27,Delivered,1
61748,51102,15552,2024-05-25,1124,22,Delivered,1
61751,49172,10316,2024-07-30,414,36,Delivered,2
61757,40374,11188,2025-04-11,470,39,Delivered,4
61758,10222,19342,2023-12-07,397,59,Delivered,3
61759,29829,2877,2025-08-15,719,22,Delivered,2
61762,53101,15627,2023-05-06,206,64,Delivered,2
61764,55329,9598,2024-03-19,974,65,Delayed,4
61765,923,19945,2023-01-15,963,53,Delivered,4
61767,51093,3807,2023-01-18,1464,47,Delivered,1
61769,39643,6971,2025-08-20,1360,61,Delivered,1
61771,3081,11198,2025-05-31,1137,21,Delivered,1
61778,32772,2926,2025-07-23,1376,52,Delivered,1
61779,19134,17923,2025-02-10,501,46,Delivered,4
61783,8142,3511,2023-06-13,209,65,Delivered,3
61787,10940,10849,2023-11-07,613,32,Delivered,2
61788,18440,14357,2023-01-08,1389,47,Delayed,3
61789,32714,5880,2023-11-16,344,42,Cancelled,2
61799,9190,807,2023-10-19,1143,21,Delivered,3
61801,9580,13767,2023-10-31,1251,29,Delivered,4
61802,41790,9417,2024-03-16,1124,63,Delivered,2
61803,2224,15688,2024-01-08,1083,48,Delivered,4
61804,38353,15462,2023-02-05,1406,33,Delivered,2
61805,27896,16515,2024-08-05,1472,64,Delivered,1
61807,35972,9273,2024-10-28,1342,64,Delivered,1
61808,54218,7506,2025-03-25,1211,36,Delivered,4
61809,52175,9678,2024-09-08,977,45,Delivered,2
61812,4977,10664,2024-03-25,489,56,Delayed,4
61813,10939,171,2025-01-13,690,68,Delivered,3
61814,8136,13534,2023-04-10,1060,60,Delivered,2
61816,29575,9616,2024-10-31,764,68,Delivered,2
61817,7023,11426,2024-03-30,318,29,Cancelled,2
61819,42433,15708,2025-08-22,1187,60,Delivered,1
